"","status","country","project_name","unit_name","capacity_(mw)","technology","start_year","operator","owner","lat","lng","location_accuracy","major_area_(prefecture,_district)","state/province","subregion","region","gem_location_id","gem_unit_id","other_ids_(location)","other_ids_(unit/phase)","url"
"360","operating","Italy","Nuova San Martino geothermal power plant","--","40.0","dry steam","2005.0","Enel Green Power","Enel Green Power [100%]","43.1452","10.8325","exact","","Tuscany","Southern Europe","Europe","L100000700127","G100000700207","WEPP (S&P Global Platts): 1081877, World Resources Institute: WRI1021455","WEPP (S&P Global Platts): 1225770","https://gem.wiki/Nuova_San_Martino_geothermal_power_plant"
"361","operating","Italy","Nuova Serrazzano geothermal power plant","--","60.0","dry steam","2002.0","Enel Green Power","Enel Green Power [100%]","43.204","10.8003","exact","","Tuscany","Southern Europe","Europe","L100000700128","G100000700208","WEPP (S&P Global Platts): 1076658, World Resources Institute: WRI1021382","WEPP (S&P Global Platts): 1217001","https://gem.wiki/Nuova_Serrazzano_geothermal_power_plant"
"362","operating","New Zealand","Ohaaki geothermal power plant","--","104.0","flash steam - single","1989.0","Contact Energy LTD","Contact Energy LTD [100%]","-38.5279","176.2937","exact","","Waikato","Australia and New Zealand","Oceania","L100000700129","G100000700209","World Resources Institute: WRI1000332, WEPP (S&P Global Platts): 1015231","WEPP (S&P Global Platts): 1137204, WEPP (S&P Global Platts): 1137203","https://gem.wiki/Ohaaki_geothermal_power_plant"
"363","announced","Indonesia","Oka Ile Ange geothermal power plant","1","5.0","unknown type","","","PT PLN (Persero) [100%]","-8.3109","122.9693","approximate","East Flores","East Nusa","South-eastern Asia","Asia","L100000700208","G100000700362","","","https://gem.wiki/Oka_Ile_Ange_geothermal_power_plant"
"364","announced","Indonesia","Oka Ile Ange geothermal power plant","2","5.0","unknown type","","","PT PLN (Persero) [100%]","-8.3109","122.9693","approximate","East Flores","East Nusa","South-eastern Asia","Asia","L100000700208","G100000700363","","","https://gem.wiki/Oka_Ile_Ange_geothermal_power_plant"
"365","retired","Kenya","Olkaria 1 geothermal power plant","1","15.0","flash steam - single","1981.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700381","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"366","construction","Kenya","Olkaria 1 geothermal power plant","1RP","21.0","unknown type","2025.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700384","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"367","retired","Kenya","Olkaria 1 geothermal power plant","2","15.0","flash steam - single","1982.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700382","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"368","construction","Kenya","Olkaria 1 geothermal power plant","2RP","21.0","unknown type","2025.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700385","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"369","retired","Kenya","Olkaria 1 geothermal power plant","3","15.0","flash steam - single","1985.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700383","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"370","construction","Kenya","Olkaria 1 geothermal power plant","3RP","21.0","unknown type","2025.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700386","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"371","operating","Kenya","Olkaria 1 geothermal power plant","4","70.0","unknown type","2015.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.891","36.2961","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700210","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","WEPP (S&P Global Platts): 1225646","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"372","operating","Kenya","Olkaria 1 geothermal power plant","5","70.0","unknown type","2015.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.891","36.2961","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700211","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","WEPP (S&P Global Platts): 1225647","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"373","operating","Kenya","Olkaria 1 geothermal power plant","6","83.0","unknown type","2022.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8893","36.2557","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700130","G100000700212","WEPP (S&P Global Platts): 1020737, World Resources Institute: WRI1061219, World Resources Institute: Wri1000048, World Resources Institute: Wri1061218","WEPP (S&P Global Platts): 1239424","https://gem.wiki/Olkaria_1_geothermal_power_plant"
"374","operating","Kenya","Olkaria 2 geothermal power plant","1","35.0","flash steam - single","2003.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700131","G100000700213","WEPP (S&P Global Platts): 1020739, World Resources Institute: WRI1061221","WEPP (S&P Global Platts): 1137507","https://gem.wiki/Olkaria_2_geothermal_power_plant"
"375","operating","Kenya","Olkaria 2 geothermal power plant","2","35.0","flash steam - single","2003.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700131","G100000700214","WEPP (S&P Global Platts): 1020739, World Resources Institute: WRI1061221","WEPP (S&P Global Platts): 1173945","https://gem.wiki/Olkaria_2_geothermal_power_plant"
"376","operating","Kenya","Olkaria 2 geothermal power plant","3","35.0","flash steam - single","2010.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700131","G100000700215","WEPP (S&P Global Platts): 1020739, World Resources Institute: WRI1061221","WEPP (S&P Global Platts): 1199270","https://gem.wiki/Olkaria_2_geothermal_power_plant"
"377","operating","Kenya","Olkaria 3 geothermal power plant","1","59.0","binary cycle","2000.0","Ormat Technology INC","Ormat Technology INC [100%]","-0.889","36.2562","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700132","G100000700216","WEPP (S&P Global Platts): 1020738, World Resources Institute: WRI1061220","WEPP (S&P Global Platts): 1227753","https://gem.wiki/Olkaria_3_geothermal_power_plant"
"378","operating","Kenya","Olkaria 3 geothermal power plant","2","36.0","binary cycle","2009.0","Ormat Technology INC","Ormat Technology INC [100%]","-0.889","36.2562","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700132","G100000700217","WEPP (S&P Global Platts): 1020738, World Resources Institute: WRI1061220","WEPP (S&P Global Platts): 1227753","https://gem.wiki/Olkaria_3_geothermal_power_plant"
"379","operating","Kenya","Olkaria 3 geothermal power plant","3","26.0","unknown type","2014.0","Ormat Technology INC","Ormat Technology INC [100%]","-0.889","36.2562","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700132","G100000700387","WEPP (S&P Global Platts): 1020738, World Resources Institute: WRI1061220","","https://gem.wiki/Olkaria_3_geothermal_power_plant"
"380","operating","Kenya","Olkaria 3 geothermal power plant","4","26.0","unknown type","2016.0","Ormat Technology INC","Ormat Technology INC [100%]","-0.889","36.2562","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700132","G100000700388","WEPP (S&P Global Platts): 1020738, World Resources Institute: WRI1061220","","https://gem.wiki/Olkaria_3_geothermal_power_plant"
"381","operating","Kenya","Olkaria 4 geothermal power plant","1","70.0","flash steam - single","2014.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.9186","36.3338","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700133","G100000700218","World Resources Institute: WRI1061217, WEPP (S&P Global Platts): 1020740","WEPP (S&P Global Platts): 1137508","https://gem.wiki/Olkaria_4_geothermal_power_plant"
"382","operating","Kenya","Olkaria 4 geothermal power plant","2","70.0","flash steam - single","2014.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.9186","36.3338","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700133","G100000700219","World Resources Institute: WRI1061217, WEPP (S&P Global Platts): 1020740","WEPP (S&P Global Platts): 1218885","https://gem.wiki/Olkaria_4_geothermal_power_plant"
"383","operating","Kenya","Olkaria 5 geothermal power plant","1","82.0","flash steam - single","2019.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.907","36.3232","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700134","G100000700220","WEPP (S&P Global Platts): 1106085","WEPP (S&P Global Platts): 1239421","https://gem.wiki/Olkaria_5_geothermal_power_plant"
"384","operating","Kenya","Olkaria 5 geothermal power plant","2","82.0","flash steam - single","2019.0","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.907","36.3232","exact","","Nakuru","Sub-Saharan Africa","Africa","L100000700134","G100000700221","WEPP (S&P Global Platts): 1106085","WEPP (S&P Global Platts): 1239422","https://gem.wiki/Olkaria_5_geothermal_power_plant"
"385","shelved","Kenya","Olkaria 6 geothermal power plant","1","140.0","unknown type","","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","approximate","","Nakuru","Sub-Saharan Africa","Africa","L100000700135","G100000700222","WEPP (S&P Global Platts): 1125463","WEPP (S&P Global Platts): 1294556","https://gem.wiki/Olkaria_6_geothermal_power_plant"
"386","shelved","Kenya","Olkaria 6 geothermal power plant","Future units","420.0","unknown type","","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","approximate","","Nakuru","Sub-Saharan Africa","Africa","L100000700135","G100000700223","WEPP (S&P Global Platts): 1125463","","https://gem.wiki/Olkaria_6_geothermal_power_plant"
"387","announced","Kenya","Olkaria 7 geothermal power plant","--","140.0","unknown type","","Kenya Electricity Generating Company","Kenya Electricity Generating Company PLC","-0.8644","36.2985","approximate","","","Sub-Saharan Africa","Africa","L100000700218","G100000700389","","","https://gem.wiki/Olkaria_7_geothermal_power_plant"
"388","operating","Philippines","Palayan Bayan geothermal power plant","--","29.0","binary cycle","2023.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","13.059169833204464","123.92703650677568","exact","","Bicol","South-eastern Asia","Asia","L100000700231","G100000700418","","","https://gem.wiki/Palayan_Bayan_geothermal_power_plant"
"389","operating","Philippines","Palinpinon 1 geothermal power plant","1","38.0","flash steam - single","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","9.295","123.1723","exact","","Negros Oriental","South-eastern Asia","Asia","L100000700136","G100000700224","World Resources Institute: WRI1001941, WEPP (S&P Global Platts): 1023554","WEPP (S&P Global Platts): 1138592","https://gem.wiki/Palinpinon_1_geothermal_power_plant"
"390","operating","Philippines","Palinpinon 1 geothermal power plant","2","38.0","flash steam - single","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","9.295","123.1723","exact","","Negros Oriental","South-eastern Asia","Asia","L100000700136","G100000700225","World Resources Institute: WRI1001941, WEPP (S&P Global Platts): 1023554","WEPP (S&P Global Platts): 1138593","https://gem.wiki/Palinpinon_1_geothermal_power_plant"
"391","operating","Philippines","Palinpinon 1 geothermal power plant","3","38.0","flash steam - single","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","9.295","123.1723","exact","","Negros Oriental","South-eastern Asia","Asia","L100000700136","G100000700226","World Resources Institute: WRI1001941, WEPP (S&P Global Platts): 1023554","WEPP (S&P Global Platts): 1138594","https://gem.wiki/Palinpinon_1_geothermal_power_plant"
"392","operating","Türkiye","PamukÖren geothermal power plant","1","22.0","binary cycle","2013.0","","Celikler Holding [100%]","37.9167","28.5305","exact","Kuyucak","Aydın","Western Asia","Asia","L100000700137","G100000700450","World Resources Institute: Wri1018952, World Resources Institute: Wri1018954, World Resources Institute: Wri1018953, World Resources Institute: WRI1018956, WEPP (S&P Global Platts): 1088202, World Resources Institute: Wri1018951, World Resources Institute: Wri1018955","","https://gem.wiki/PamukÖren_geothermal_power_plant"
